#;;;;;;;;;;;;x
#accepted military alliance;;;;;;;;;;;;x
EVTDESC_BRO_8002;My friend, I gladly accept your suggestion. Serve the Brotherhood well, and you won't regret it.;;;;;;;;;;;x
EVTOPTA_BRO_8002;Great!;;;;;;;;;;;x
#;;;;;;;;;;;;x
#declined military alliance;;;;;;;;;;;;x
EVTDESC_BRO_8003;Your offer is appreciated, but I'm afraid you haven't earned the honor of serving me yet.;;;;;;;;;;;x
EVTOPTA_BRO_8003;Damn it.;;;;;;;;;;;x
#;;;;;;;;;;;;x
#get claim;;;;;;;;;;;;x
EVTDESC_BRO_500;As a respected and feared overwizard, I don't have much more room for further personal advancement in the Arcane Brotherhood. Unless I want to aim for the seat of the Archmage Arcane, that is.;;;;;;;;;;;x
EVTOPTA_BRO_500;Yes, I deserve to rule.;;;;;;;;;;;x
EVTOPTB_BRO_500;Wait, I might be making a terrible mistake here.;;;;;;;;;;;x
#;;;;;;;;;;;;x
#start great ritual;;;;;;;;;;;;x
EVTDESC_BRO_200;The pursuit of great power is always risky. I have decided to summon a great being from the outer planes, binding it to my will. A devil will surely test my abilities to read a contract properly, while a genie shall definitely challenge my cunning.;;;;;;;;;;;x
EVTOPTA_BRO_200;I'll summon a greater devil. I won't get fooled by their complex contracts.;;;;;;;;;;;x
EVTOPTB_BRO_200;A genie should be the safer option. I won't be outwitted.;;;;;;;;;;;x
#;;;;;;;;;;;;x
#devil option;;;;;;;;;;;;x
EVTDESC_BRO_201;And so, after days of exhausting casting, a great devil is now in front of me. It testes the secure magic circle that confines it, and then, after flashing an horrible smile, decides to speak: "So, dear mortal. Are you looking for a bargain?".;;;;;;;;;;;x
EVTOPTA_BRO_201;I demand strenght!;;;;;;;;;;;x
EVTOPTB_BRO_201;I shall be the most desirable being in all the lands.;;;;;;;;;;;x
EVTOPTC_BRO_201;Expand my mind, fiend.;;;;;;;;;;;x
EVTOPTD_BRO_201;There's no rush. We'll bargain for as much time as it is needed.;;;;;;;;;;;x
#;;;;;;;;;;;;x
#genie option;;;;;;;;;;;;x
EVTDESC_BRO_202;And so, after days of exhausting casting, a noble genie is now in front of me. It testes the secure magic circle that confines it, and sighs. "Another foolish mortal looking for trouble" it says "What is your wish?".;;;;;;;;;;;x
EVTOPTA_BRO_202;I wish for massive physical power.;;;;;;;;;;;x
EVTOPTB_BRO_202;I want to be valued, to be desired!.;;;;;;;;;;;x
EVTOPTC_BRO_202;You will increase my wits tenfold, genie.;;;;;;;;;;;x
EVTOPTD_BRO_202;Hold on. I'm sure I can come up with an ironclad wording.;;;;;;;;;;;x
#;;;;;;;;;;;;x
#stronger;;;;;;;;;;;;x
EVTDESC_BRO_203;"Well played, mortal" the creature in front of me snaps its fingers, and disappears. Soon after, I feel my body rippling with new muscles!;;;;;;;;;;;x
EVTOPTA_BRO_203;Yes! Hahaha!;;;;;;;;;;;x
#;;;;;;;;;;;;x
#weaker;;;;;;;;;;;;x
EVTDESC_BRO_204;"Oh, I'm sure you'll get what you really desire, mortal. Sometimes in your next life" the creature in front of me snaps its fingers, and disappears. Soon after, I feel my body growing weaker...;;;;;;;;;;;x
EVTOPTA_BRO_204;Noooo!;;;;;;;;;;;x
#;;;;;;;;;;;;x
#health;;;;;;;;;;;;x
EVTDESC_BRO_205;"You played it safe, mortal. Probably a wise decision" the creature in front of me snaps its fingers, and disappears. Soon after, I feel a little better.;;;;;;;;;;;x
EVTOPTA_BRO_205;Eh, that's good enough.;;;;;;;;;;;x
#;;;;;;;;;;;;x
#prettier;;;;;;;;;;;;x
EVTDESC_BRO_206;"Well played, mortal" the creature in front of me snaps its fingers, and disappears. I quickly fetch a mirror, and I look amazing!;;;;;;;;;;;x
EVTOPTA_BRO_206;Yes! Finally!;;;;;;;;;;;x
#;;;;;;;;;;;;x
#uglier;;;;;;;;;;;;x
EVTDESC_BRO_207;"Oh, I'm sure you'll get what you really desire, mortal. Sometimes in your next life" the creature in front of me snaps its fingers, and disappears. I desperately fetch a mirror, and I can see my face wilting before my eyes...;;;;;;;;;;;x
EVTOPTA_BRO_207;Noooo!;;;;;;;;;;;x
#;;;;;;;;;;;;x
#fertility;;;;;;;;;;;;x
EVTDESC_BRO_208;"You played it safe, mortal. Probably a wise decision" the creature in front of me snaps its fingers, and disappears. What in the hells just happened?;;;;;;;;;;;x
EVTOPTA_BRO_208;I feel a sudden...urge.;;;;;;;;;;;x
#;;;;;;;;;;;;x
#smarter;;;;;;;;;;;;x
EVTDESC_BRO_209;"Well played, mortal" the creature in front of me snaps its fingers, and disappears. Suddenly, my mind starts coming up with solutions to problems I didn't even know I ever had.;;;;;;;;;;;x
EVTOPTA_BRO_209;The world is mine!;;;;;;;;;;;x
#;;;;;;;;;;;;x
#dumber;;;;;;;;;;;;x
EVTDESC_BRO_210;"Oh, I'm sure you'll get what you really desire, mortal. Sometimes in your next life" the creature in front of me snaps its fingers, and disappears. What was I even doing here?;;;;;;;;;;;x
EVTOPTA_BRO_210;I'm hungry.;;;;;;;;;;;x
#;;;;;;;;;;;;x
#tech;;;;;;;;;;;;x
EVTDESC_BRO_211;"You played it safe, mortal. Probably a wise decision" the creature in front of me snaps its fingers, and disappears. My mind is invaded by strange glimpses of things that do not yet exist, but could exist.;;;;;;;;;;;x
EVTOPTA_BRO_211;Summon my generals, my architects, my scholars!;;;;;;;;;;;x
#;;;;;;;;;;;;x
#start experiment;;;;;;;;;;;;x
EVTDESC_BRO_300;Our enemies think of the Brotherhood as a collection of power hungry wizards with no regard for humanoid life, but what do they know? Real progress requires experimentation, and sometimes...sacrifices.;;;;;;;;;;;x
EVTOPTA_BRO_300;I need something to boost our military power.;;;;;;;;;;;x
EVTOPTB_BRO_300;I'll show them all how magic can improve the economy.;;;;;;;;;;;x
EVTOPTC_BRO_300;The pursuit of higher knowledge is all I care about.;;;;;;;;;;;x
#;;;;;;;;;;;;x
#warlike choice;;;;;;;;;;;;x
EVTDESC_BRO_301;Proper usage of magic can really make a difference in warfare. Question is, how far do I want to push the boundaries of my knowledge?;;;;;;;;;;;x
EVTOPTA_BRO_301;This is not the time for hesitation!;;;;;;;;;;;x
EVTOPTB_BRO_301;There's no need to risk my wellbeing.;;;;;;;;;;;x
#;;;;;;;;;;;;x
#economic choice;;;;;;;;;;;;x
EVTDESC_BRO_305;Magic is rarely employed in construction work. Apparently, most people only trust the menial labor of unwashed paesants! I want to change that, but question is, how far do I want to push the boundaries of my knowledge?;;;;;;;;;;;x
EVTOPTA_BRO_305;This is not the time for hesitation!;;;;;;;;;;;x
EVTOPTB_BRO_305;There's no need to risk my wellbeing.;;;;;;;;;;;x
#;;;;;;;;;;;;x
#research choice;;;;;;;;;;;;x
EVTDESC_BRO_308;Magic is widely used in all fields of scholarly research, but I want accomplish something truly special. Question is, how far do I want to push the boundaries of my knowledge?;;;;;;;;;;;x
EVTOPTA_BRO_308;This is not the time for hesitation!;;;;;;;;;;;x
EVTOPTB_BRO_308;There's no need to risk my wellbeing.;;;;;;;;;;;x
#great warlike;;;;;;;;;;;;x
EVTDESC_BRO_302;Success! As you watch your newly made portal to the lower planes, you can't help but smile. This portal will allow you to bolster your forces with a considerable amount of fiends.;;;;;;;;;;;x
EVTOPTA_BRO_302;I'm ready for anything.;;;;;;;;;;;x
#;;;;;;;;;;;;x
#good warlike;;;;;;;;;;;;x
EVTDESC_BRO_303;Success! Your brand new ballistas look great on your fortifications. They are enchanted to shoot their massive bolts autonomously and flawlessly, no need for specialized troops aiming and reloading them.;;;;;;;;;;;x
EVTOPTA_BRO_303;They'll prove very useful against a sieging force.;;;;;;;;;;;x
#;;;;;;;;;;;;x
#Disaster;;;;;;;;;;;;x
EVTDESC_BRO_304;Failure! While you're working on your great project, something suddenly goes horribly wrong. Did one of your assistants screw up? Whatever the case, all of your project materials just blew up in a million pieces.;;;;;;;;;;;x
EVTOPTA_BRO_304;KABOOOOOOOM!!!;;;;;;;;;;;x
#;;;;;;;;;;;;x
#great economic;;;;;;;;;;;;x
EVTDESC_BRO_306;Success! Another expeditionary force emerges triumphant from your new portal, loaded with truly exotic and rare goods. Who would've thought that a portal to the elemental planes could be so lucrative?;;;;;;;;;;;x
EVTOPTA_BRO_306;I knew it.;;;;;;;;;;;x
#;;;;;;;;;;;;x
#good economic;;;;;;;;;;;;x
EVTDESC_BRO_307;Success! The peasantry is still afraid of them, but who cares? Your new construction golems are the best workforce a ruler could ever wish for.;;;;;;;;;;;x
EVTOPTA_BRO_307;They work hard, and free of charge.;;;;;;;;;;;x
#;;;;;;;;;;;;x
#great research;;;;;;;;;;;;x
EVTDESC_BRO_309;Success! So much knowledge is wasted daily, when people die. No more. Your brand new soul repository temporarily collects the souls of everyone dying in a radius of several miles, archiving their memories permanently.;;;;;;;;;;;x
EVTOPTA_BRO_309;A truly glorious library.;;;;;;;;;;;x
#;;;;;;;;;;;;x
#good research;;;;;;;;;;;;x
EVTDESC_BRO_310;Success! You watch with pride as your little army of animated quills tirelessly copies thousands of books in just a few hours. Who needs scribes when you have constructs?;;;;;;;;;;;x
EVTOPTA_BRO_310;This will prove useful to all scholars in my realm.;;;;;;;;;;;x
#;;;;;;;;;;;;x
long_live_the_brotherhood_cooldown_tooltip;Has not used the decision in the last 10 years;;;;;;;;;;;x
#;;;;;;;;;;;;x
great_ritual_cooldown_custom_tooltip;Has not used the decision in the last 100 years;;;;;;;;;;;x
#;;;;;;;;;;;;x
arcane_experiment_cooldown_custom_tooltip;Has not used the decision in the last 10 years;;;;;;;;;;;x
#;;;;;;;;;;;;x
overthrow_archmage_cooldown_tooltip;Has not used the decision in the last 20 years;;;;;;;;;;;x
#;;;;;;;;;;;;x
title_brotherhood_apprentice;Apprentice;Apprenti;Lehrling;;Aprendiz;;;;;;;x
title_brotherhood_apprentice_desc;Whether a simple Initiate or a powerful Archmage, the rituals performed daily are best done with the safety of numbers. This individual seems both apt, and loyal for the task.
#;;;;;;;;;;;;x
fiendish_portal;Portal to the Lower Planes;;;;;;;;;;;x
fiendish_portal_desc;Many fiends are summoned and bound daily through this portal.;;;;;;;;;;;x
#;;;;;;;;;;;;x
enchanted_ballistas;Enchanted Ballistae;;;;;;;;;;;x
enchanted_ballistas_desc;Magic, animated ballistae are mounted on this province's fortifications.;;;;;;;;;;;x
#;;;;;;;;;;;;x
earth_plane_portal;Portal to the Elemental Planes;;;;;;;;;;;x
earth_plane_portal_desc;Precious goods and fine materials are collected daily through this portal.;;;;;;;;;;;x
#;;;;;;;;;;;;x
working_golems;Golem Thralls;;;;;;;;;;;x
working_golems_desc;Golems are tirelessly helping with construction work.;;;;;;;;;;;x
#;;;;;;;;;;;;x
soul_repository;Soul Repository;;;;;;;;;;;x
soul_repository_desc;The souls of the dead are constantly being harvested for knowledge here.;;;;;;;;;;;x
#;;;;;;;;;;;;x
animated_quills;Animated Quills;;;;;;;;;;;x
animated_quills_desc;A tiny army of animated quills serves as tireless amanuensis here.;;;;;;;;;;;x
#;;;;;;;;;;;;x
EVTTOOLTIP_BRO_203;getting stronger;;;;;;;;;;;x
#;;;;;;;;;;;;x
EVTTOOLTIP_BRO_204;getting weaker;;;;;;;;;;;x
#;;;;;;;;;;;;x
EVTTOOLTIP_BRO_205;getting healthier;;;;;;;;;;;x
#;;;;;;;;;;;;x
EVTTOOLTIP_BRO_206;getting prettier;;;;;;;;;;;x
#;;;;;;;;;;;;x
EVTTOOLTIP_BRO_207;getting uglier;;;;;;;;;;;x
#;;;;;;;;;;;;x
EVTTOOLTIP_BRO_208;getting more fertile;;;;;;;;;;;x
#;;;;;;;;;;;;x
EVTTOOLTIP_BRO_209;getting smarter;;;;;;;;;;;x
#;;;;;;;;;;;;x
EVTTOOLTIP_BRO_210;getting dumber;;;;;;;;;;;x
#;;;;;;;;;;;;x
EVTTOOLTIP_BRO_211;getting better tech;;;;;;;;;;;x
#;;;;;;;;;;;;x
EVTTOOLTIP_BRO_302;great success;;;;;;;;;;;x
#;;;;;;;;;;;;x
EVTTOOLTIP_BRO_303;good success;;;;;;;;;;;x
#;;;;;;;;;;;;x
EVTTOOLTIP_BRO_304;disaster;;;;;;;;;;;x
#;;;;;;;;;;;;x
EVTTOOLTIP_BRO_306;great success;;;;;;;;;;;x
#;;;;;;;;;;;;x
EVTTOOLTIP_BRO_307;good success;;;;;;;;;;;x
#;;;;;;;;;;;;x
EVTTOOLTIP_BRO_309;great success;;;;;;;;;;;x
#;;;;;;;;;;;;x
EVTTOOLTIP_BRO_310;good success;;;;;;;;;;;x
#;;;;;;;;;;;;x
open_arcane_brother;Open Arcane Brother;;;;;;;;;;;x
open_arcane_brother_desc;This character is an open member of the Arcane Brotherhood.;;;;;;;;;;;x
