#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;x
chosen_umberlee_desc;The Chosen of Umberlee are primarily pirates or sea monsters who are able to properly stoke the ego of the Wavemother. Umberlee grants her Chosen a taste of her destructive power so they may spread terror in her name.;;;;;;;;;;;x
chosen_bane;Chosen of Bane;;;;;;;;;;;x
chosen_bane_desc;The Chosen of Bane are tyrants in every sense of the word, consumed with the quest for absolute power. They are both charismatic and filled with hate, preferring to dominate and instill fear in weaker beings.;;;;;;;;;;;x
chosen_bhaal;Chosen of Bhaal;;;;;;;;;;;x
chosen_bhaal_desc;The Chosen of Bhaal are supreme assassins and killers, selected for their ability to spread death without thought for morality.;;;;;;;;;;;x
chosen_talona;Chosen of Talona;;;;;;;;;;;x
chosen_talona_desc;The Chosen of Talona are plaguebearers blessed by their goddess with immunity to the effects of these contagions. Furthermore, they are masters of poison and seek to befoul all in their path.;;;;;;;;;;;x
chosen_eilistraee;Chosen of Eilistraee;;;;;;;;;;;x
chosen_eilistraee_desc;The Chosen of Eilistraee are champions of the cause of redemption for the drow and relentless foes of all the evil powers of the Underdark.;;;;;;;;;;;x
avatar;Avatar;;;;;;;;;;;x
avatar_desc;An avatar is the physical manifestation of a god on the material plane. An avatar does not age, and is in many ways imperishable. But if it should die, the god can recreate it in a matter of days.;;;;;;;;;;;x
sympathy_good_human_pantheon_group;Sympathy for Estelar worshippers;;;;;;;;;;;x
sympathy_good_human_pantheon_group_desc;This character, though not of an Estelar faith, has a special sympathy and understanding of the worshippers of the Estelar.;;;;;;;;;;;x
sympathy_wild_human_pantheon_group;Sympathy for worshippers of the Primal Gods.;;;;;;;;;;;x
sympathy_wild_human_pantheon_group_desc;This character, though not of an Primal God's faith, has a special sympathy and understanding of the worshippers of these gods.;;;;;;;;;;;x
sympathy_evil_human_pantheon_group;Sympathy for Dark Estelar worshippers;;;;;;;;;;;x
sympathy_evil_human_pantheon_group_desc;This character, though not of an Dark Estelar faith, has a special sympathy and understanding of the worshippers of the Dark Estelar Gods.;;;;;;;;;;;x
sympathy_zakharan_group;Sympathy for Zakharan worshippers;;;;;;;;;;;x
sympathy_zakharan_group_desc;This character, though not of a Zakharan faith, has a special sympathy and understanding of the worshippers of the Zakharans.;;;;;;;;;;;x
sympathy_karaturan_group;Sympathy for Kara-Turan worshippers;;;;;;;;;;;x
sympathy_karaturan_group_desc;This character, though not of a Kara-Turan faith, has a special sympathy and understanding of the worshippers of the Kara-Turan Gods and philosophies.;;;;;;;;;;;x
sympathy_elven_pantheon_group;Sympathy for the Elven Gods worshippers;;;;;;;;;;;x
sympathy_elven_pantheon_group_desc;This character, though not of an Elven faith, has a special sympathy and understanding of the worshippers of the Elven Gods.;;;;;;;;;;;x
sympathy_drow_pantheon;Sympathy for Drow Gods worshippers;;;;;;;;;;;x
sympathy_drow_pantheon_desc;This character, though not of a Drow faith, has a special sympathy and understanding of the worshippers of the Drow Gods.;;;;;;;;;;;x
sympathy_dwarven_pantheon_group;Sympathy for Dwarven Gods worshippers;;;;;;;;;;;x
sympathy_dwarven_pantheon_group_desc;This character, though not of a Dwarven faith, has a special sympathy and understanding of the worshippers of the Dwarven Gods.;;;;;;;;;;;x
sympathy_giant_pantheon_group;Sympathy for Giant worshippers;;;;;;;;;;;x
sympathy_giant_pantheon_group_desc;This character, though not of a Giant faith, has a special sympathy and understanding of the worshippers of the Giant Gods.;;;;;;;;;;;x
sympathy_draconic_group;Sympathy for Draconic worshippers;;;;;;;;;;;x
sympathy_draconic_group_desc;This character, though not of a Draconic faith, has a special sympathy and understanding of the worshippers of the Draconic Gods.;;;;;;;;;;;x
sympathy_many;Sympathy for Many Faiths;;;;;;;;;;;x
sympathy_many_desc;This character does not discriminate against others for their religious beliefs, provided they do not worship evil or monstrous deities.;;;;;;;;;;;x
chosen_reason;I am a §YChosen§!!;;;;;;;;;;;x
opposing_religious_alignment_reason;Opposing religious alignment;;;;;;;;;;;x
resilient_worshipper_reason;Resilient worshipper;;;;;;;;;;;x
decision_opinion_reason;Opinion;;;;;;;;;;;x
sympathy_for_good_alignment_reason;Sympathy for Good Alignment;;;;;;;;;;;x
sympathy_for_evil_alignment_reason;Sympathy for Evil Alignment;;;;;;;;;;;x
same_culture_reason;Same §YCulture§!;;;;;;;;;;;x
different_culture_reason;Different §YCulture§!;;;;;;;;;;;x
liege_diplomacy_reason;[Root.Liege.GetTitledFirstName]'s §YPersonal Diplomacy§!;;;;;;;;;;;x
opinion_of_liege_reason;[Root.GetTitledFirstName]'s §YOpinion§! of [From.GetTitledFirstName];;;;;;;;;;;x
foe_reason;[Root.GetTitledFirstName] is [From.GetTitledFirstName]'s §YFoe§!;;;;;;;;;;;x
infernal_beauty;Infernal Beauty;;;;;;;;;;;x
infernal_beauty_desc;Rumour has it that the source of this character's beauty is an infernal contract.;;;;;;;;;;;x
infernal_wit;Infernal Wit;;;;;;;;;;;x
infernal_wit_desc;Rumour has it that the source of this character's genius is an infernal contract.;;;;;;;;;;;x
infernal_strength;Infernal Strength;;;;;;;;;;;x
infernal_strength_desc;Rumour has it that the source of this character's strength is an infernal contract.;;;;;;;;;;;x
infernal_contractee;Infernal Contractee;;;;;;;;;;;x
infernal_contractee_desc;Rumour has it that this character is bound by an infernal contract, willingly or otherwise.;;;;;;;;;;;x
